Player Name	Player Level	Outcome	Ship Name	Ship Level	Ship Strength	Ship XP	Officer One	Officer Two	Officer Three	Hull Health	Hull Health Remaining	Shield Health	Shield Health Remaining	Location	Timestamp
TojlathHD	66	DEFEAT	U.S.S. ENTERPRISE-D	60	2829197568	0	SNW Christopher Pike	Kathryn Janeway	SNW M'Benga	2306617541	0	2158204705	0	Intello	3/22/2026 10:57:32 AM
Jimbob1325	64	VICTORY	U.S.S. ENTERPRISE-D	50	2670171904	0	Christopher Pike	Marlena Moreau	Grace Chen	2190937807	418315407	2054736072	0	Intello	3/22/2026 10:57:32 AM

Reward Name	Count

Fleet Type	Attack	Defense	Health	Ship Ability	Captain Maneuver	Officer One Ability	Officer Two Ability	Officer Three Ability	Officer Attack Bonus	Damage Per Round	Armour Pierce	Shield Pierce	Accuracy	Critical Chance	Critical Damage	Officer Defense Bonus	Armour	Shield Deflection	Dodge	Officer Health Bonus	Shield Health	Hull Health	Impulse Speed	Warp Range	Warp Speed	Cargo Capacity	Protected Cargo	Mining Bonus	Debuff applied	Buff applied
Player Fleet 1	411338272	185448208	2232411136	Galaxy Class	Prepared For Anything	Quick Thinker	Bend the Rules	Fight for Peace	6.5	344773440	3667329	3667329	42934123	0.22	3.15	6.5	2569220	31976361	2544062	6.5	2158204705	2306617541	188	1184	480	4128750	0	1	NO	NO
Enemy Fleet 1	384607968	162726976	2122836992	Galaxy Class	Teaching Moments	Advanced Training	No Fear	Energy Absorber	6.5	323557664	3353646	3353646	39358741	0.22	4.15	6.5	2217604	28134032	2193758	6.5	2054736072	2190937807	167	1045	319.09	3371690	0	1	NO	NO

Round	Battle Event	Type	Attacker Name	Attacker Alliance	Attacker Ship	Attacker - Is Armada?	Target Name	Target Alliance	Target Ship	Target - Is Armada?	Hyperthermic Decay %	Hyperthermic Stablizer %	Critical Hit?	Hull Damage	Shield Damage	Mitigated Damage	Mitigated Isolytic Damage	Mitigated Apex Barrier	Total Damage	Total Isolytic Damage	Ability Type	Ability Value	Ability Name	Ability Owner Name	Target Defeated	Target Destroyed	Charging Weapons %
15	218	Attack	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	--	--	NO	1853998	7415992	26635656	93338688	21903472	44718287	106429519	--	--	--	--	--	--	--
15	219	Attack	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	--	--	NO	1746528	6986113	25091680	87928168	20633804	42126124	100260169	--	--	--	--	--	--	--
16	221	Attack	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	--	--	NO	2406494	9625975	24325744	67299800	13899577	40467327	77090263	--	--	--	--	--	--	--
16	222	Attack	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	--	--	NO	2377893	9511572	24036638	66499948	13734383	39986381	76174053	--	--	--	--	--	--	--
16	223	Attack	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	--	--	NO	2167510	8670040	21910006	60616396	12519239	36448602	69434589	--	--	--	--	--	--	--
16	224	Attack	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	--	--	NO	2168124	8672496	21916212	60633564	12522785	36458926	69454255	--	--	--	--	--	--	--
16	225	Attack	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	--	--	NO	2408189	9632755	24342876	67347192	13909366	40495828	77144550	--	--	--	--	--	--	--
16	226	Attack	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	--	--	NO	2198940	8795762	22227716	61495376	12700777	36977132	70441439	--	--	--	--	--	--	--
16	227	Attack	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	--	--	NO	1922418	7689673	27618622	96783272	22711800	46368576	110357209	--	--	--	--	--	--	--
16	228	Attack	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	--	--	NO	1902728	7610913	27335744	95791992	22479180	45893656	109226901	--	--	--	--	--	--	--
16	229	Attack	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	--	--	NO	2031206	8124823	29181530	102260136	23997038	48992525	116602208	--	--	--	--	--	--	--
16	230	Attack	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	--	--	NO	1767897	7071587	25398674	89003960	20886256	42641532	101486842	--	--	--	--	--	--	--
16	231	Attack	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	--	--	NO	1995927	7983709	28674696	100484048	23580248	48141606	114577022	--	--	--	--	--	--	--
16	232	Attack	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	--	--	NO	2020384	8081538	29026062	101715336	23869190	48731511	115980999	--	--	--	--	--	--	--
17	234	Attack	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	--	--	NO	2272845	9091382	23079936	63703012	13127642	38304585	72970232	--	--	--	--	--	--	--
17	235	Attack	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	--	--	NO	1928371	7713484	19581922	54048136	11138005	32499110	61910808	--	--	--	--	--	--	--
17	236	Attack	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	--	--	NO	1914167	7656667	19437682	53650016	11055963	32259723	61454772	--	--	--	--	--	--	--
17	237	Attack	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	--	--	NO	2015845	8063378	20470184	56499828	11643241	33973314	64719162	--	--	--	--	--	--	--
17	238	Attack	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	--	--	NO	2212277	8849109	22464888	62005420	12777808	37283821	71025681	--	--	--	--	--	--	--
17	239	Attack	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	--	--	NO	2148651	8594603	21818784	60222108	12410311	36211516	68982941	--	--	--	--	--	--	--
17	240	Attack	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	--	--	NO	1755394	7021575	25219048	88374504	20738542	42339959	100769104	--	--	--	--	--	--	--
17	241	Attack	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	--	--	NO	1765520	7062078	25364522	88884288	20858172	42584195	101350385	--	--	--	--	--	--	--
17	242	Attack	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	--	--	NO	1948386	7793542	27991688	98090600	23018586	46994912	111847890	--	--	--	--	--	--	--
17	243	Attack	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	--	--	NO	1981983	7927933	28474370	99782048	23415512	47805280	113776566	--	--	--	--	--	--	--
17	244	Attack	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	--	--	NO	2081679	8326717	29906662	104801200	24593340	50209940	119499658	--	--	--	--	--	--	--
17	245	Attack	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	--	--	NO	1777787	7111150	25540770	89501904	21003106	42880094	102054623	--	--	--	--	--	--	--
17	246	Attack	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	--	--	NO	9408413	37633652	95103776	263114848	54341696	158210809	301391576	--	--	--	--	--	--	--
17	247	Attack	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	--	--	NO	10759587	43038348	108761952	300901664	62145888	180931995	344675444	--	--	--	--	--	--	--
17	248	Attack	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	--	--	NO	8718132	34872528	125249960	438910432	102997608	210280668	500467992	--	--	--	--	--	--	--
17	249	Attack	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	--	--	NO	8818929	35275716	126698064	443984992	104188440	212711873	506254268	--	--	--	--	--	--	--
18	251	battle_action_type_{0}	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	--	--	U.S.S. ENTERPRISE-D	NO	--	--	--	--	--	--	--	--	--	--	--	--	2884781	--	--	--	--
18	252	Attack	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	--	--	NO	2223192	8892769	22472862	62173596	12840851	37384947	71218323	--	--	--	--	--	--	--
18	253	Attack	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	--	--	NO	2239339	8957355	22636078	62625152	12934112	37656467	71735569	--	--	--	--	--	--	--
18	254	Attack	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	--	--	NO	2023526	8094105	20454564	56589756	11687608	34027387	64822172	--	--	--	--	--	--	--
18	255	Attack	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	--	--	NO	2271822	9087288	22964430	63533572	13121730	38202700	72776142	--	--	--	--	--	--	--
18	256	Attack	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	--	--	NO	2080946	8323783	21034984	58195552	12019256	34992950	66661571	--	--	--	--	--	--	--
18	257	Attack	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	--	--	NO	2249712	8998850	22740938	62915260	12994029	37830908	72067881	--	--	--	--	--	--	--
18	258	Attack	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	--	--	NO	1992177	7968708	28620820	100295256	23535944	48051154	114361751	--	--	--	--	--	--	--
18	259	Attack	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	--	--	NO	1813604	7254415	26055328	91305056	21426246	43743980	104110669	--	--	--	--	--	--	--
18	260	Attack	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	--	--	NO	2056823	8227294	29549568	103549840	24299688	49610419	118072794	--	--	--	--	--	--	--
18	261	Attack	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	--	--	NO	1796968	7187872	25816328	90467536	21229708	43342726	103155686	--	--	--	--	--	--	--
18	262	Attack	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	--	--	NO	1795176	7180706	25790588	90377344	21208542	43299513	103052843	--	--	--	--	--	--	--
18	263	Attack	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	--	--	NO	2008632	8034529	28857226	101123688	23730350	48448054	115306371	--	--	--	--	--	--	--
19	265	Attack	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	--	--	NO	2244495	8977981	22792050	62908420	12963895	37826795	72060046	--	--	--	--	--	--	--
19	266	Attack	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	--	--	NO	2193217	8772869	22271340	61471204	12667720	36962600	70413750	--	--	--	--	--	--	--
19	267	Attack	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	--	--	NO	1941769	7767075	19717970	54423644	11215389	32724903	62340944	--	--	--	--	--	--	--
19	268	Attack	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	--	--	NO	1921073	7684291	19507810	53843576	11095851	32376111	61676490	--	--	--	--	--	--	--
19	269	Attack	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	--	--	NO	1975117	7900468	20056610	55358320	11408003	33286926	63411592	--	--	--	--	--	--	--
19	270	Attack	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	--	--	NO	2260757	9043030	22957188	63364216	13057823	38100865	72582149	--	--	--	--	--	--	--
19	271	Attack	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	--	--	NO	1925815	7703259	27667420	96954272	22751928	46450502	110552192	--	--	--	--	--	--	--
19	272	Attack	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	--	--	NO	1857957	7431826	26692528	93537984	21950240	44813769	106656766	--	--	--	--	--	--	--
19	273	Attack	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	--	--	NO	1788928	7155711	25700820	90062768	21134722	43148801	102694148	--	--	--	--	--	--	--
19	274	Attack	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	--	--	NO	1813404	7253618	26052464	91295024	21423892	43739173	104099229	--	--	--	--	--	--	--
19	275	Attack	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	--	--	NO	1880783	7523132	27020466	94687176	22219916	45364340	107967133	--	--	--	--	--	--	--
19	276	Attack	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	--	--	NO	2058344	8233377	29571416	103626408	24317654	49647099	118160100	--	--	--	--	--	--	--
20	278	battle_action_type_{0}	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	--	--	U.S.S. ENTERPRISE-D	NO	--	--	--	--	--	--	--	--	--	--	--	--	1132523	--	--	--	--
20	279	Attack	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	--	--	NO	2353570	9414282	23790774	65819744	13593898	39577373	75394895	--	--	--	--	--	--	--
20	280	Attack	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	--	--	NO	2298646	9194583	23235576	64283724	13276661	38653767	73635423	--	--	--	--	--	--	--
20	281	Attack	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	--	--	NO	2040702	8162808	20628184	57070096	11786814	34316215	65372389	--	--	--	--	--	--	--
20	282	Attack	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	--	--	NO	2030047	8120189	20520480	56772120	11725272	34137043	65031065	--	--	--	--	--	--	--
20	283	Attack	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	--	--	NO	2146184	8584738	21694438	60020004	12396065	36089993	68751436	--	--	--	--	--	--	--
20	284	Attack	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	--	--	NO	2382790	9531162	24086142	66636908	13762669	40068734	76330937	--	--	--	--	--	--	--
20	285	Attack	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	--	--	NO	2034684	8138738	29231508	102435272	24038134	49076430	116801906	--	--	--	--	--	--	--
20	286	Attack	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	--	--	NO	1758209	7032836	25259494	88516240	20771804	42407865	100930718	--	--	--	--	--	--	--
20	287	Attack	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	--	--	NO	2053540	8214162	29502402	103384560	24260902	49531233	117884333	--	--	--	--	--	--	--
20	288	Attack	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	--	--	NO	1866944	7467776	26821646	93990456	22056418	45030543	107172697	--	--	--	--	--	--	--
20	289	Attack	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	--	--	NO	1832723	7330890	26330002	92267592	21652122	44205128	105208201	--	--	--	--	--	--	--
20	290	Attack	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	--	--	NO	1875081	7500324	26938546	94400104	22152550	45226806	107639799	--	--	--	--	--	--	--
20	291	Attack	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	--	--	NO	10540673	42162696	106549088	294779552	60881476	177250769	337662716	--	--	--	--	--	--	--
20	292	Attack	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	--	--	NO	9666357	38665424	97711168	270328480	55831540	162548353	309654616	--	--	--	--	--	--	--
20	293	Attack	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	--	--	NO	8693047	34772188	124889568	437647520	102701248	209675611	499027960	--	--	--	--	--	--	--
20	294	Attack	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	--	--	NO	8991639	35966552	129179320	452679968	106228864	216877619	516168724	--	--	--	--	--	--	--
21	296	Attack	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	--	--	NO	1978192	7912769	20087836	55444508	11425765	33338751	63510319	--	--	--	--	--	--	--
21	297	Attack	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	--	--	NO	1904424	7617695	19338744	53376940	10999689	32095522	61141970	--	--	--	--	--	--	--
21	298	Attack	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	--	--	NO	2213181	8852726	22474070	62030760	12783031	37299060	71054708	--	--	--	--	--	--	--
21	299	Attack	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	--	--	NO	1926520	7706078	19563122	53996240	11127312	32467909	61851363	--	--	--	--	--	--	--
21	300	Attack	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	--	--	NO	2057214	8228855	20890274	57659320	11882183	34670515	66047331	--	--	--	--	--	--	--
21	301	Attack	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	--	--	NO	2146833	8587333	21800326	60171160	12399812	36180882	68924582	--	--	--	--	--	--	--
21	302	Attack	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	--	--	NO	1822519	7290076	26183410	91753896	21531574	43959016	104622459	--	--	--	--	--	--	--
21	303	Attack	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	--	--	NO	1989843	7959370	28587284	100177728	23508366	47994851	114227740	--	--	--	--	--	--	--
21	304	Attack	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	--	--	NO	1895516	7582066	27232134	95428912	22393978	45719707	108812899	--	--	--	--	--	--	--
21	305	Attack	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	--	--	NO	1751313	7005254	25160428	88169088	20690338	42241543	100534878	--	--	--	--	--	--	--
21	306	Attack	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	--	--	NO	2013718	8054874	28930296	101379744	23790438	48570731	115598339	--	--	--	--	--	--	--
21	307	Attack	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	--	--	NO	1993237	7972949	28636050	100348624	23548468	48076724	114422604	--	--	--	--	--	--	--
22	309	Attack	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	--	--	NO	2094903	8379611	21176064	58585864	12099869	35227646	67108665	--	--	--	--	--	--	--
22	310	Attack	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	--	--	NO	2137208	8548834	21603704	59768980	12344221	35939052	68463895	--	--	--	--	--	--	--
22	311	Attack	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	--	--	NO	2129960	8519842	21530440	59566284	12302358	35817172	68231712	--	--	--	--	--	--	--
22	312	Attack	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	--	--	NO	2247400	8989599	22717560	62850584	12980671	37792018	71993796	--	--	--	--	--	--	--
22	313	Attack	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	--	--	NO	2013974	8055898	20358010	56322632	11632439	33866765	64516188	--	--	--	--	--	--	--
22	314	Attack	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	--	--	NO	2370662	9482646	23963538	66297712	13692615	39864776	75942397	--	--	--	--	--	--	--
22	315	Attack	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	--	--	NO	1989042	7956167	28575776	100137408	23498902	47975530	114181765	--	--	--	--	--	--	--
22	316	Attack	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	--	--	NO	1985421	7941682	28523752	99955104	23456122	47888188	113973893	--	--	--	--	--	--	--
22	317	Attack	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	--	--	NO	1768346	7073385	25405130	89026592	20891566	42652372	101512647	--	--	--	--	--	--	--
22	318	Attack	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	--	--	NO	1808466	7233862	25981510	91046384	21365544	43620049	103815717	--	--	--	--	--	--	--
22	319	Attack	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	--	--	NO	1898652	7594606	27277176	95586752	22431018	45795328	108992876	--	--	--	--	--	--	--
22	320	Attack	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	--	--	NO	1987000	7948001	28546446	100034624	23474784	47926289	114064566	--	--	--	--	--	--	--
23	322	battle_action_type_{0}	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	--	--	U.S.S. ENTERPRISE-D	NO	--	--	--	--	--	--	--	--	--	--	--	--	1143693	--	--	--	--
23	323	Attack	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	--	--	NO	1989178	7956713	20199396	55752428	11489219	33523901	63863033	--	--	--	--	--	--	--
23	324	Attack	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	--	--	NO	2231883	8927532	22663976	62554924	12891048	37614238	71655125	--	--	--	--	--	--	--
23	325	Attack	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	--	--	NO	1918695	7674778	19483662	53776924	11082116	32336033	61600142	--	--	--	--	--	--	--
23	326	Attack	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	--	--	NO	1997868	7991472	20287640	55995984	11539411	33670354	64142021	--	--	--	--	--	--	--
23	327	Attack	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	--	--	NO	2146046	8584186	21792338	60149108	12395268	36167624	68899322	--	--	--	--	--	--	--
23	328	Attack	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	--	--	NO	2152299	8609196	21855832	60324360	12431383	36273002	69100068	--	--	--	--	--	--	--
23	329	Attack	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	--	--	NO	1834228	7336911	26351628	92343376	21669904	44241434	105294613	--	--	--	--	--	--	--
23	330	Attack	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	--	--	NO	1967002	7868006	28259134	99027808	23238516	47443924	112916542	--	--	--	--	--	--	--
23	331	Attack	TojlathHD	The Pack	U.S.S. ENTERPRISE-D	NO	Jimbob1325	Ronin	U.S.S. ENTERPRISE-D	NO	--	--	NO	1830374	7321495	26296258	92149344	21624372	44148475	105073368	--	--	--	--	--	--	--
